,actual_est_completion,borough,building_id,constr_start,design_start,district,forecast_capacity,funding_reqd_fy15-19,needed_to_complete,previous_appropriations,program_category,project_#,reason,school_name,source,special_notes,total_est_cost,location
224,Jul 2015,Brooklyn,,Oct 2013,Nov 2012,20,256,138400000.0,41600000.0,0.0,,DSF0000775562,,LEFFERTS PARK ANNEX,ts,*L,180000000.0,7301 15TH AVENUE
225,May 2017,Brooklyn,,Jun 2014,May 2010,22,757,821400000.0,212100000.0,2000000.0,,DSF0000425868,,P.S./I.S. 338,ts,*,1035500000.0,21 HINCKLEY PLACE
226,Sep 2013,Queens,,Apr 2012,Sep 2010,24,140,311600000.0,43900000.0,1300000.0,,DSF0000417389,,P.S. 87 ADDITION,ts,*,356700000.0,67-54 80 STREET
227,Sep 2013,Queens,,Oct 2011,Apr 2010,24,420,570100000.0,19200000.0,0.0,,DSF0000687097,,P.S. 330,ts,*,589300000.0,110-08 NORTHERN BOULEVARD
228,Aug 2014,Queens,,Dec 2011,Mar 2010,24,616,724900000.0,74300000.0,0.0,,DSF0000710030,,THE GERALDINE FERRARO CAMPUS,ts,*,799200000.0,55-20 METROPOLITAN AVENUE
229,Sep 2017,Queens,,Jun 2014,Mar 2010,24,796,876900000.0,251400000.0,0.0,,DSF0000687098,,P.S. 298,ts,*,1128300000.0,50-51 98TH STREET
230,Aug 2016,Queens,,Jul 2013,Feb 2010,24,785,718600000.0,195000000.0,300000.0,,DSF0000687096,,GABRIELA MISTRAL CAMPUS,ts,*,913900000.0,98-11 44TH AVENUE
231,Aug 2014,Queens,,Jun 2012,Sep 2010,24,432,598300000.0,88699999.99999999,0.0,,DSF0000710983,,THE WALTER MCCAFFREY CAMPUS,ts,*,686900000.0,45-45 42ND STREET
232,Sep 2015,Queens,,Jun 2011,Sep 2010,24,"1,110",898700000.0,440100000.0,0.0,,DSF0000690216,,THE TIFFANY SCHOOL,ts,*,1338800000.0,43-18 97TH PLACE
233,Sep 2015,Queens,,Jul 2013,Apr 2012,24,472,579800000.0,157900000.0,0.0,,DSF0000752883,,THE RIDGEWOOD SCHOOL,ts,*,737700000.0,360 SENECA AVENUE
234,Sep 2012,Queens,,Jul 2012,Apr 2012,24,296,0.0,200000.0,0.0,,DSF0000775581,,P.S. 199 ANNEX § Phase 1,ts,*L,300000.0,
235,Aug 2012,Queens,,Apr 2010,Feb 2009,25,232,287600000.0,16900000.0,6100000.0,,DSF0000488527,,P.S. 29 ADDITION ,ts,*,310600000.0,
236,May 2016,Queens,,Apr 2014,Sep 2012,25,379,499799999.99999994,140000000.0,0.0,,DSF0000752885,,P.S. 163 ADDITION,ts,*,639800000.0,
237,Jun 2014,Queens,,Jun 2012,Feb 2011,27,444,533600000.0,60300000.0,0.0,,DSF0000423888,,THE OZONE PARK EDUCATIONAL CAMPUS,ts,*,593900000.0,90-07 101ST AVENUE
238,Sep 2016,Queens,,Jun 2014,Nov 2012,28,396,611700000.0,721900000.0,0.0,,DSF0000752886,,P.S. 50 ADDITION,ts,*,1333600000.0000002,143-26 101 AVENUE
239,Sep 2015,Queens,,Jun 2012,Sep 2010,28,833,826500000.0,252399999.99999997,1800000.0,,DSF0000417395,,P.S./ I.S. 314,ts,*,1080700000.0,88-08 164 STREET
240,Sep 2015,Queens,,Mar 2013,May 2012,29,352,486400000.0,164600000.0,0.0,,DSF0000752431,,P.S. 35 ADDITION,ts,*,651000000.0,191-02 90TH AVENUE
241,Sep 2016,Queens,,Mar 2014,Sep 2012,29,372,559200000.0,158200000.0,0.0,,DSF0000752887,,P.S. 176 ADDITION,ts,*,717400000.0,120-45 235 STREET
242,Sep 2015,Queens,,Jun 2013,Nov 2011,29,379,310900000.0,103400000.0,0.0,,DSF0000690225,,P.S. 892,ts,*,414300000.0,199-10 112TH AVENUE
243,Sep 2017,Queens,,Jun 2014,Jan 2013,30,654,797099999.9999999,241700000.00000003,100000.0,,DSF0000775571,,P.S. 11 ADDITION,ts,*,1038900000.0,54-25 SKILLMAN AVENUE
244,Sep 2011,Queens,,Jul 2010,Aug 2009,30,341,97400000.0,300000.0,0.0,,DSF0000709439,,P.S. 280 § Phase 2,ts,*L,97800000.0,
245,Sep 2016,Queens,,Jun 2014,Jun 2013,30,376,444500000.0,146800000.0,0.0,,DSF0000752430,,P.S. 92 ADDITION,ts,*,591300000.0,99-01 34TH AVENUE
246,Sep 2014,Queens,,Feb 2012,Apr 2008,30,423,351800000.0,38800000.0,40800000.0,,DSF0000622501,,I.S. 230 ANNEX,ts,*,431400000.0,74-03 34TH AVENUE
247,Aug 2013,Queens,,Feb 2011,May 2008,30,578,609900000.0,62200000.0,27200000.000000004,,DSF0000622568,,P.S./I.S. 78,ts,*,699300000.0000001,46-08 5TH STREET
248,Jul 2013,Queens,,Oct 2012,Aug 2011,30,342,175200000.0,8400000.0,0.0,,DSF0000687102,,EAST ELMHURST COMMUNITY SCHOOL,ts,*L,183600000.0,26-25 97TH STREET
249,Aug 2015,Queens,,Jul 2013,Apr 2012,30,472,595800000.0,137200000.0,0.0,,DSF0000687330,,P.S. 339,ts,*,733000000.0,39-07 57TH STREET
250,Sep 2015,Staten Island,,Jul 2012,Jan 2011,31,444,866200000.0,195900000.0,0.0,,DSF0000687105,,THE KATHLEEN GRIMM SCHOOL FOR LEADERSHIP AND SUSTAINABILITY AT ,ts,*,1062000000.0,
251,Sep 2013,Staten Island,,Jun 2011,Oct 2009,31,844,808800000.0,58099999.99999999,2500000.0,,DSF0000417400,,P.S./I.S. 48,ts,*,869400000.0,1050 TARGEE STREET
252,Sep 2012,Brooklyn,,Jul 2009,Apr 2008,78K,"1,202",914900000.0,84300000.0,45300000.0,,DSF0000622354,,SPRING CREEK EDUCATIONAL CAMPUS,ts,*,1044400000.0,1065 ELTON STREET
253,Aug 2013,Queens,,Jul 2010,Apr 2009,78Q,"1,071",856100000.0,44000000.0,1200000.0,,DSF0000622618,,HUNTERS POINT CAMPUS,ts,*,901300000.0,1-50 51ST AVENUE
254,May 2013,Queens,,Nov 2011,May 2010,78Q,402,216600000.0,11100000.000000002,400000.0,,DSF0000710091,,RICHMOND HILL HS ANNEX ,ts,*L,228100000.0,
255,,Manhattan,M056,,,01,,,,,Windows,,,J.H.S. 56,ed To FY2009,,,
256,,Manhattan,M061,,,01,,,,,Floors,,,P.S. 61,ed To FY2009,,,
257,,Manhattan,M061,,,01,,,,,Exterior Masonry,,,P.S. 61,ed To FY2009,,,
258,,Manhattan,M063,,,01,,,,,Kitchen Areas,,,P.S. 63,ed To FY2009,,,
259,,Manhattan,M064,,,01,,,,,Flood Elimination,,,P.S. 64 (OLD 71),ed To FY2009,,,
260,,Manhattan,M110,,,01,,,,,Gymnasium Upgrade,,,P.S. 110,ed To FY2009,,,
261,,Manhattan,M110,,,01,,,,,Reinforcing Support Elements,,,P.S. 110,ed To FY2009,,,
262,,Manhattan,M042,,,02,,,,,Electrical Systems,,,P.S. 42,ed To FY2009,,,
263,,Manhattan,M042,,,02,,,,,Floors,,,P.S. 42,ed To FY2009,,,
264,,Manhattan,M042,,,02,,,,,Interior Spaces,,,P.S. 42,ed To FY2009,,,
265,,Manhattan,M111,,,02,,,,,Heating Plant Upgrade,,,P.S. 111,ed To FY2009,,,
266,,Manhattan,M111,,,02,,,,,Climate Control,,,P.S. 111,ed To FY2009,,,
267,,Manhattan,M190,,,02,,,,,Roofs,,,P.S. 290,ed To FY2009,,,
268,,Manhattan,M190,,,02,,,,,Parapets,,,P.S. 290,ed To FY2009,,,
269,,Manhattan,M198,,,02,,,,,Low-Voltage Electrical Systems,,,P.S. 198,ed To FY2009,,,
270,,Manhattan,M044,,,03,,,,,Paved Area-Blacktop,,,I.S. 44,ed To FY2009,,,
271,,Manhattan,M044,,,03,,,,,Fencing,,,I.S. 44,ed To FY2009,,,
272,,Manhattan,M076,,,03,,,,,Gymnasium Upgrade,,,P.S. 76,ed To FY2009,,,
273,,Manhattan,M118,,,03,,,,,Windows,,,I.S. 118,ed To FY2009,,,
274,,Manhattan,M118,,,03,,,,,Flood Elimination,,,I.S. 118,ed To FY2009,,,
275,,Manhattan,M145,,,03,,,,,Windows,,,P.S. 145,ed To FY2009,,,
276,,Manhattan,M165,,,03,,,,,IP Digital Video Surveillance,,,P.S. 165,ed To FY2009,,,
277,,Manhattan,M050,,,04,,,,,Flood Elimination,,,P.S. 50 (UDC & ECF),ed To FY2009,,,
278,,Manhattan,M117,,,04,,,,,IP Digital Video Surveillance,,,J.H.S. 117,ed To FY2009,,,
279,,Manhattan,M030,,,05,,,,,Windows,,,P.S. 30,ed To FY2009,,,
280,,Manhattan,M133,,,05,,,,,Auditorium Upgrade,,,P.S. 133,ed To FY2009,,,
281,,Manhattan,M175,,,05,,,,,Toilets-Students,,,P.S. 175,ed To FY2009,,,
282,,Manhattan,M194,,,05,,,,,Playground Redevelopment,,,P.S. 194,ed To FY2009,,,
283,,Manhattan,M005,,,06,,,,,Exterior Masonry,,,P.S. 5,ed To FY2009,,,
284,,Manhattan,M005,,,06,,,,,Interior Spaces,,,P.S. 5,ed To FY2009,,,
285,,Manhattan,M008,,,06,,,,,Paved Area-Concrete,,,P.S. 8,ed To FY2009,,,
286,,Manhattan,M128,,,06,,,,,Roofs,,,P.S. 128,ed To FY2009,,,
287,,Manhattan,M128,,,06,,,,,Exterior Masonry,,,P.S. 128,ed To FY2009,,,
288,,Manhattan,M128,,,06,,,,,Paved Area-Concrete,,,P.S. 128,ed To FY2009,,,
289,,Manhattan,M128,,,06,,,,,Safety Systems,,,P.S. 128,ed To FY2009,,,
290,,Manhattan,M143,,,06,,,,,Kitchen Areas,,,I.S. 143,ed To FY2009,,,
291,,Manhattan,M189,,,06,,,,,Toilets-Students,,,P.S. 189,ed To FY2009,,,
292,,Manhattan,M845,,,06,,,,,Windows,,,P.S. 98 MINISCHOOL,ed To FY2009,,,
293,,Bronx,X025,,,07,,,,,Paved Area-Blacktop,,,P.S. 25,ed To FY2009,,,
294,,Bronx,X040,,,07,,,,,Gymnasium Upgrade,,,P.S. 220,ed To FY2009,,,
295,,Bronx,X139,,,07,,,,,Paved Area-Blacktop,,,J.H.S. 222,ed To FY2009,,,
296,,Bronx,X139,,,07,,,,,Low-Voltage Electrical Systems,,,J.H.S. 222,ed To FY2009,,,
297,,Bronx,X149,,,07,,,,,Kitchen Areas,,,J.H.S. 149,ed To FY2009,,,
298,,Bronx,X161,,,07,,,,,Playground Redevelopment,,,P.S. 161,ed To FY2009,,,
299,,Bronx,X807,,,07,,,,,Windows,,,DISTRICT OFFICE #7 (OLD 18),ed To FY2009,,,
300,,Bronx,X014,,,08,,,,,Flood Elimination,,,P.S. 14,ed To FY2009,,,
301,,Bronx,X036,,,08,,,,,Kitchen Areas,,,P.S. 36,ed To FY2009,,,
302,,Bronx,X052,,,08,,,,,Kitchen Areas,,,I.S. 302,ed To FY2009,,,
303,,Bronx,X072,,,08,,,,,Roofs,,,P.S. 72,ed To FY2009,,,
304,,Bronx,X123,,,08,,,,,Exterior Masonry,,,I.S. 123,ed To FY2009,,,
305,,Bronx,X123,,,08,,,,,Auditorium Upgrade,,,I.S. 123,ed To FY2009,,,
306,,Bronx,X138,,,08,,,,,Kitchen Areas,,,P.S. 138,ed To FY2009,,,
307,,Bronx,X182,,,08,,,,,Playground Redevelopment,,,P.S. 182,ed To FY2009,,,
308,,Bronx,X192,,,08,,,,,Elevators and Escalators,,,I.S. 192,ed To FY2009,,,
309,,Bronx,X011,,,09,,,,,Fencing,,,P.S. 11,ed To FY2009,,,
310,,Bronx,X028,,,09,,,,,Paved Area-Blacktop,,,P.S. 28,ed To FY2009,,,
311,,Bronx,X028,,,09,,,,,Fencing,,,P.S. 28,ed To FY2009,,,
312,,Bronx,X028,,,09,,,,,Heating Plant Upgrade,,,P.S. 28,ed To FY2009,,,
313,,Bronx,X042,,,09,,,,,Flood Elimination,,,P.S. 42,ed To FY2009,,,
314,,Bronx,X053,,,09,,,,,Technology,,,P.S. 53,ed To FY2009,,,
315,,Bronx,X064,,,09,,,,,Auditorium Upgrade,,,P.S. 64,ed To FY2009,,,
316,,Bronx,X090,,,09,,,,,Electrical Systems,,,P.S. 90,ed To FY2009,,,
317,,Bronx,X145,,,09,,,,,Windows,,,I.S. 145,ed To FY2009,,,
318,,Bronx,X163,,,09,,,,,Windows,,,P.S. 163,ed To FY2009,,,159-01 59 AVENUE
319,,Bronx,X166,,,09,,,,,Roofs,,,I.S. 166,ed To FY2009,,,
320,,Bronx,X229,,,09,,,,,Kitchen Areas,,,P.S. 230/I.S. 229 (UDC),ed To FY2009,,,
321,,Bronx,X007,,,10,,,,,Toilets-Students,,,P.S. 7,ed To FY2009,,,
322,,Bronx,X023,,,10,,,,,Low-Voltage Electrical Systems,,,P.S. 23,ed To FY2009,,,
323,,Bronx,X024,,,10,,,,,Windows,,,P.S. 24,ed To FY2009,,,
324,,Bronx,X024,,,10,,,,,Auditorium Upgrade,,,P.S. 24,ed To FY2009,,,
325,,Bronx,X085,,,10,,,,,Windows,,,P.S. 85,ed To FY2009,,,
326,,Bronx,X085,,,10,,,,,Kitchen Areas,,,P.S. 85,ed To FY2009,,,
327,,Bronx,X118,,,10,,,,,Technology,,,I.S. 118,ed To FY2009,,,
328,,Bronx,X118,,,10,,,,,Technology,,,I.S. 118,ed To FY2009,,,
329,,Bronx,X137,,,10,,,,,Toilets-Students,,,I.S. 391 (UDC),ed To FY2009,,,
330,,Bronx,X137,,,10,,,,,Gymnasium Upgrade,,,I.S. 391 (UDC),ed To FY2009,,,
331,,Bronx,X137,,,10,,,,,Kitchen Areas,,,I.S. 391 (UDC),ed To FY2009,,,
332,,Bronx,X143,,,10,,,,,Elevators and Escalators,,,I.S. 143,ed To FY2009,,,
333,,Bronx,X205,,,10,,,,,Auditorium Upgrade,,,P.S. 205A (ECF),ed To FY2009,,,
334,,Bronx,X279,,,10,,,,,Gymnasium Upgrade,,,P.S. 279,ed To FY2009,,,
335,,Bronx,X016,,,11,,,,,Roofs,,,P.S. 16,ed To FY2009,,,
336,,Bronx,X021,,,11,,,,,Playground Redevelopment,,,P.S. 21,ed To FY2009,,,
337,,Bronx,X041,,,11,,,,,Auditorium Upgrade,,,P.S. 41,ed To FY2009,,,
338,,Bronx,X089,,,11,,,,,IP Digital Video Surveillance,,,P.S. 89,ed To FY2009,,,
339,,Bronx,X089,,,11,,,,,Kitchen Areas,,,P.S. 89,ed To FY2009,,,
340,,Bronx,X097,,,11,,,,,Auditorium Upgrade,,,P.S. 97,ed To FY2009,,,
341,,Bronx,X106,,,11,,,,,Auditorium Upgrade,,,P.S. 106,ed To FY2009,,,
342,,Bronx,X106,,,11,,,,,Playground Redevelopment,,,P.S. 106,ed To FY2009,,,
343,,Bronx,X112,,,11,,,,,Electrical Systems,,,P.S. 112,ed To FY2009,,,
344,,Bronx,X113,,,11,,,,,Electrical Systems,,,I.S. 113,ed To FY2009,,,
345,,Bronx,X121,,,11,,,,,Playground Redevelopment,,,P.S. 121,ed To FY2009,,,
346,,Bronx,X121,,,11,,,,,Parapets,,,P.S. 121,ed To FY2009,,,
347,,Bronx,X121,,,11,,,,,Windows,,,P.S. 121,ed To FY2009,,,
348,,Bronx,X135,,,11,,,,,Kitchen Areas,,,I.S. 135,ed To FY2009,,,
349,,Bronx,X142,,,11,,,,,Flood Elimination,,,I.S. 142,ed To FY2009,,,
350,,Bronx,X142,,,11,,,,,Exterior Masonry,,,I.S. 142,ed To FY2009,,,
351,,Bronx,X144,,,11,,,,,TCU Removal and Playground Redevelopment,,,I.S. 144,ed To FY2009,,,
352,,Bronx,X044,,,12,,,,,Toilets-Students,,,P.S. 44,ed To FY2009,,,
353,,Bronx,X057,,,12,,,,,Low-Voltage Electrical Systems,,,P.S. 57,ed To FY2009,,,
354,,Bronx,X061,,,12,,,,,Paved Area-Blacktop,,,P.S. 61,ed To FY2009,,,
355,,Bronx,X067,,,12,,,,,Flood Elimination,,,P.S. 67,ed To FY2009,,,
356,,Bronx,X092,,,12,,,,,Auditorium Upgrade,,,P.S. 92,ed To FY2009,,,
357,,Bronx,X102,,,12,,,,,Parapets,,,P.S. 102,ed To FY2009,,,
358,,Bronx,X102,,,12,,,,,Exterior Masonry,,,P.S. 102,ed To FY2009,,,
359,,Bronx,X116,,,12,,,,,Paved Area-Blacktop,,,I.S. 216,ed To FY2009,,,
360,,Bronx,X193,,,12,,,,,Elevators and Escalators,,,P.S. 211,ed To FY2009,,,
361,,Bronx,X198,,,12,,,,,Paved Area-Blacktop,,,P.S. 198,ed To FY2009,,,
362,,Brooklyn,K113,,,13,,,,,Walk In Freezer Replacement,,,I.S. 113,ed To FY2009,,,
363,,Brooklyn,K117,,,13,,,,,Kitchen Areas,,,I.S. 117,ed To FY2009,,,
364,,Brooklyn,K265,,,13,,,,,Walk In Freezer Replacement,,,I.S. 265,ed To FY2009,,,
365,,Brooklyn,K853,,,13,,,,,Electrical Systems,,,P.S. 93 AX (ECF-BD STUY ECC2),ed To FY2009,,,
366,,Brooklyn,K031,,,14,,,,,Windows,,,P.S. 31 (OLD 126),ed To FY2009,,,
367,,Brooklyn,K031,,,14,,,,,Auditorium Upgrade,,,P.S. 31 (OLD 126),ed To FY2009,,,
368,,Brooklyn,K031,,,14,,,,,Flood Elimination,,,P.S. 31 (OLD 126),ed To FY2009,,,
369,,Brooklyn,K033,,,14,,,,,Walk In Freezer Replacement,,,I.S. 33,ed To FY2009,,,
370,,Brooklyn,K033,,,14,,,,,IP Digital Video Surveillance,,,I.S. 33,ed To FY2009,,,
371,,Brooklyn,K049,,,14,,,,,Low-Voltage Electrical Systems,,,I.S. 49,ed To FY2009,,,
372,,Brooklyn,K071,,,14,,,,,Science Lab Upgrades,,,I.S. 71,ed To FY2009,,,
373,,Brooklyn,K132,,,14,,,,,Exit Stairs,,,P.S. 132,ed To FY2009,,,
374,,Brooklyn,K157,,,14,,,,,Floors,,,P.S. 157,ed To FY2009,,,
375,,Brooklyn,K157,,,14,,,,,Auditorium Upgrade,,,P.S. 157,ed To FY2009,,,
376,,Brooklyn,K318,,,14,,,,,Paved Area-Blacktop,,,I.S. 318,ed To FY2009,,,
377,,Brooklyn,K318,,,14,,,,,Walk In Freezer Replacement,,,I.S. 318,ed To FY2009,,,
378,,Brooklyn,K088,,,15,,,,,Walk In Freezer Replacement,,,I.S. 88,ed To FY2009,,,
379,,Brooklyn,K107,,,15,,,,,Flood Elimination,,,P.S. 107,ed To FY2009,,,
380,,Brooklyn,K107,,,15,,,,,Windows,,,P.S. 107,ed To FY2009,,,
381,,Brooklyn,K169,,,15,,,,,Roofs,,,P.S. 169,ed To FY2009,,,
382,,Brooklyn,K169,,,15,,,,,Parapets,,,P.S. 169,ed To FY2009,,,
383,,Brooklyn,K169,,,15,,,,,Exterior Masonry,,,P.S. 169,ed To FY2009,,,
384,,Brooklyn,K293,,,15,,,,,Walk In Freezer Replacement,,,J.H.S. 293,ed To FY2009,,,
385,,Brooklyn,K321,,,15,,,,,Low-Voltage Electrical Systems,,,P.S. 321,ed To FY2009,,,
386,,Brooklyn,K005,,,16,,,,,Gymnasium Upgrade,,,P.S. 5,ed To FY2009,,,
387,,Brooklyn,K081,,,16,,,,,Gymnasium Upgrade,,,P.S. 81,ed To FY2009,,,
388,,Brooklyn,K335,,,16,,,,,Toilets-Students,,,P.S. 335,ed To FY2009,,,
389,,Brooklyn,K061,,,17,,,,,Low-Voltage Electrical Systems,,,I.S. 61,ed To FY2009,,,
390,,Brooklyn,K091,,,17,,,,,Toilets-Students,,,P.S. 91,ed To FY2009,,,
391,,Brooklyn,K138,,,17,,,,,Paved Area-Concrete,,,P.S. 138,ed To FY2009,,,
392,,Brooklyn,K138,,,17,,,,,Gymnasium Upgrade,,,P.S. 138,ed To FY2009,,,
393,,Brooklyn,K161,,,17,,,,,Kitchen Areas,,,P.S. 161,ed To FY2009,,,
394,,Brooklyn,K189,,,17,,,,,Exterior Masonry,,,P.S. 189,ed To FY2009,,,
395,,Brooklyn,K189,,,17,,,,,Floors,,,P.S. 189,ed To FY2009,,,
396,,Brooklyn,K189,,,17,,,,,Auditorium Upgrade,,,P.S. 189,ed To FY2009,,,
397,,Brooklyn,K210,,,17,,,,,Playground Redevelopment,,,I.S. 394,ed To FY2009,,,
398,,Brooklyn,K221,,,17,,,,,Roofs,,,P.S. 221,ed To FY2009,,,
399,,Brooklyn,K221,,,17,,,,,Parapets,,,P.S. 221,ed To FY2009,,,
400,,Brooklyn,K221,,,17,,,,,Exterior Masonry,,,P.S. 221,ed To FY2009,,,
401,,Brooklyn,K221,,,17,,,,,Floors,,,P.S. 221,ed To FY2009,,,
402,,Brooklyn,K391,,,17,,,,,Windows,,,I.S. 391,ed To FY2009,,,
403,,Brooklyn,K398,,,17,,,,,Kitchen Areas,,,P.S. 398 (UDC),ed To FY2009,,,
404,,Brooklyn,K114,,,18,,,,,Electrical Systems,,,P.S. 114,ed To FY2009,,,
405,,Brooklyn,K208,,,18,,,,,Kitchen Areas,,,P.S. 208,ed To FY2009,,,
406,,Brooklyn,K219,,,18,,,,,Auditorium Upgrade,,,P.S. 219,ed To FY2009,,,
407,,Brooklyn,K219,,,18,,,,,Toilets-Students,,,P.S. 219,ed To FY2009,,,
408,,Brooklyn,K232,,,18,,,,,Electrical Systems,,,I.S. 232,ed To FY2009,,,
409,,Brooklyn,K233,,,18,,,,,Auditorium Upgrade,,,P.S. 233,ed To FY2009,,,
410,,Brooklyn,K235,,,18,,,,,Low-Voltage Electrical Systems,,,P.S. 235,ed To FY2009,,,
411,,Brooklyn,K242,,,18,,,,,Parapets,,,P.S. 235 ANNEX,ed To FY2009,,,
412,,Brooklyn,K242,,,18,,,,,Exterior Masonry,,,P.S. 235 ANNEX,ed To FY2009,,,
413,,Brooklyn,K242,,,18,,,,,Flood Elimination,,,P.S. 235 ANNEX,ed To FY2009,,,
414,,Brooklyn,K242,,,18,,,,,Technology,,,P.S. 235 ANNEX,ed To FY2009,,,
415,,Brooklyn,K242,,,18,,,,,Technology,,,P.S. 235 ANNEX,ed To FY2009,,,
416,,Brooklyn,K272,,,18,,,,,Auditorium Upgrade,,,P.S. 272,ed To FY2009,,,
417,,Brooklyn,K279,,,18,,,,,Windows,,,P.S. 279,ed To FY2009,,,
418,,Brooklyn,K279,,,18,,,,,Flood Elimination,,,P.S. 279,ed To FY2009,,,
419,,Brooklyn,K065,,,19,,,,,Paved Area-Blacktop,,,P.S. 65,ed To FY2009,,,
420,,Brooklyn,K149,,,19,,,,,Flood Elimination,,,P.S. 149,ed To FY2009,,,
421,,Brooklyn,K149,,,19,,,,,Roofs,,,P.S. 149,ed To FY2009,,,
422,,Brooklyn,K149,,,19,,,,,Exterior Masonry,,,P.S. 149,ed To FY2009,,,
423,,Brooklyn,K149,,,19,,,,,Electrical Systems,,,P.S. 149,ed To FY2009,,,
424,,Brooklyn,K149,,,19,,,,,Floors,,,P.S. 149,ed To FY2009,,,
425,,Brooklyn,K149,,,19,,,,,Fencing,,,P.S. 149,ed To FY2009,,,
426,,Brooklyn,K149,,,19,,,,,Cafeteria / Multipurpose Room Upgrade,,,P.S. 149,ed To FY2009,,,
427,,Brooklyn,K174,,,19,,,,,Paved Area-Blacktop,,,P.S. 174,ed To FY2009,,,
428,,Brooklyn,K213,,,19,,,,,Roofs,,,P.S. 213,ed To FY2009,,,
429,,Brooklyn,K213,,,19,,,,,Parapets,,,P.S. 213,ed To FY2009,,,
430,,Brooklyn,K213,,,19,,,,,Exterior Masonry,,,P.S. 213,ed To FY2009,,,
431,,Brooklyn,K213,,,19,,,,,Floors,,,P.S. 213,ed To FY2009,,,
432,,Brooklyn,K213,,,19,,,,,Paved Area-Blacktop,,,P.S. 213,ed To FY2009,,,
433,,Brooklyn,K213,,,19,,,,,Paved Area-Concrete,,,P.S. 213,ed To FY2009,,,
434,,Brooklyn,K213,,,19,,,,,Fencing,,,P.S. 213,ed To FY2009,,,
435,,Brooklyn,K213,,,19,,,,,Low-Voltage Electrical Systems,,,P.S. 213,ed To FY2009,,,
436,,Brooklyn,K214,,,19,,,,,Auditorium Upgrade,,,P.S. 214,ed To FY2009,,,
437,,Brooklyn,K218,,,19,,,,,Paved Area-Concrete,,,I.S. 218,ed To FY2009,,,
438,,Brooklyn,K224,,,19,,,,,Roofs,,,P.S. 224,ed To FY2009,,,
439,,Brooklyn,K224,,,19,,,,,Parapets,,,P.S. 224,ed To FY2009,,,
440,,Brooklyn,K224,,,19,,,,,Exterior Masonry,,,P.S. 224,ed To FY2009,,,
441,,Brooklyn,K224,,,19,,,,,Flood Elimination,,,P.S. 224,ed To FY2009,,,
442,,Brooklyn,K273,,,19,,,,,Playground Redevelopment,,,P.S. 273,ed To FY2009,,,
443,,Brooklyn,K273,,,19,,,,,Floors,,,P.S. 273,ed To FY2009,,,
444,,Brooklyn,K345,,,19,,,,,Paved Area-Blacktop,,,P.S. 345,ed To FY2009,,,
445,,Brooklyn,K062,,,20,,,,,Playground Redevelopment,,,I.S. 62,ed To FY2009,,,
446,,Brooklyn,K105,,,20,,,,,Kitchen Areas,,,P.S. 105,ed To FY2009,,,
447,,Brooklyn,K176,,,20,,,,,Kitchen Areas,,,P.S. 176,ed To FY2009,,,
448,,Brooklyn,K180,,,20,,,,,Containerization,,,P.S. 180,ed To FY2009,,,
449,,Brooklyn,K186,,,20,,,,,Flood Elimination,,,P.S. 186,ed To FY2009,,,
450,,Brooklyn,K186,,,20,,,,,Exterior Masonry,,,P.S. 186,ed To FY2009,,,
451,,Brooklyn,K205,,,20,,,,,Auditorium Upgrade,,,P.S. 205,ed To FY2009,,,
452,,Brooklyn,K220,,,20,,,,,Kitchen Areas,,,I.S. 220,ed To FY2009,,,
453,,Brooklyn,K223,,,20,,,,,Technology,,,I.S. 223,ed To FY2009,,,
454,,Brooklyn,K223,,,20,,,,,Technology,,,I.S. 223,ed To FY2009,,,
455,,Brooklyn,K223,,,20,,,,,Technology,,,I.S. 223,ed To FY2009,,,
456,,Brooklyn,K223,,,20,,,,,Technology,,,I.S. 223,ed To FY2009,,,
457,,Brooklyn,K227,,,20,,,,,Technology,,,I.S. 227,ed To FY2009,,,
458,,Brooklyn,K227,,,20,,,,,Technology,,,I.S. 227,ed To FY2009,,,
459,,Brooklyn,K229,,,20,,,,,Code Compliance,,,P.S. 229,ed To FY2009,,,
460,,Brooklyn,K247,,,20,,,,,Kitchen Areas,,,P.S. 247,ed To FY2009,,,
461,,Brooklyn,K096,,,21,,,,,Exterior Masonry,,,I.S. 96,ed To FY2009,,,
462,,Brooklyn,K096,,,21,,,,,Exterior Masonry,,,I.S. 96,ed To FY2009,,,
463,,Brooklyn,K177,,,21,,,,,Exterior Masonry,,,P.S. 177,ed To FY2009,,,
464,,Brooklyn,K177,,,21,,,,,Floors,,,P.S. 177,ed To FY2009,,,
465,,Brooklyn,K209,,,21,,,,,Toilets-Students,,,P.S. 209,ed To FY2009,,,
466,,Brooklyn,K209,,,21,,,,,Auditorium Upgrade,,,P.S. 209,ed To FY2009,,,
467,,Brooklyn,K209,,,21,,,,,Kitchen Areas,,,P.S. 209,ed To FY2009,,,
468,,Brooklyn,K212,,,21,,,,,Kitchen Areas,,,P.S. 212,ed To FY2009,,,
469,,Brooklyn,K228,,,21,,,,,Parapets,,,I.S. 228,ed To FY2009,,,
470,,Brooklyn,K228,,,21,,,,,Exterior Masonry,,,I.S. 228,ed To FY2009,,,
471,,Brooklyn,K288,,,21,,,,,Exterior Masonry,,,P.S. 288,ed To FY2009,,,
472,,Brooklyn,K288,,,21,,,,,Electrical Systems,,,P.S. 288,ed To FY2009,,,
473,,Brooklyn,K303,,,21,,,,,Windows,,,I.S. 303,ed To FY2009,,,
