borough,buildingid,actualestcompletion,constrstart,designstart,forecastcapacity,fundingreqd,location,neededtocomplete,previousappropriations,projectid,totalestcost,district,schoolname,description,type,source,geom
Brooklyn,K495,,,,,,,,,DSF0000806979,"144,786",78K,FRANK J. MACCHIAROLA EDUCATIONAL COMPLEX,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000C3651536037C52C065E256410C4C4440
Brooklyn,K495,,,,,,,,,DSF0000822176,"1,991,481",78K,FRANK J. MACCHIAROLA EDUCATIONAL COMPLEX,Educational Enhancements - Educational Enhancements - Room Conversions / Partitioning,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E6100000C3651536037C52C065E256410C4C4440
Brooklyn,K495,,,,,,,,,DSF0000799568,"244,806",78K,FRANK J. MACCHIAROLA EDUCATIONAL COMPLEX,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000C3651536037C52C065E256410C4C4440
Brooklyn,K495,,,,,,,,,DSF0000843848,"622,326",78K,FRANK J. MACCHIAROLA EDUCATIONAL COMPLEX,IP Surveillance Camera Installation,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000C3651536037C52C065E256410C4C4440
Brooklyn,K495,,,,,,,,,DSF0000867148,"389,318",78K,FRANK J. MACCHIAROLA EDUCATIONAL COMPLEX,New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000C3651536037C52C065E256410C4C4440
Brooklyn,K041,,,,,,,,,DSF0000801810,"133,620",23,P.S. 41,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000002CB7B41A127A52C021AD31E884544440
Brooklyn,K041,,,,,,,,,DSF0000822660,"144,786",23,P.S. 41,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000002CB7B41A127A52C021AD31E884544440
Brooklyn,K041,,,,,,,,,DSF0000775935,"12,182,620",23,P.S. 41,Educational Enhancements - Educational Enhancements - Room Conversions / Partitioning,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E61000002CB7B41A127A52C021AD31E884544440
Brooklyn,K041,,,,,,,,,DSF0000801809,"229,035",23,P.S. 41,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000002CB7B41A127A52C021AD31E884544440
Brooklyn,K137,,,,,,,,,DSF0000866796,"9,000",23,P.S. 137,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000076E3DD91B17A52C06072A3C85A574440
Brooklyn,K137,,,,,,,,,DSF0000843959,"142,064",23,P.S. 137,State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000076E3DD91B17A52C06072A3C85A574440
Brooklyn,K137,,,,,,,,,DSF0000779774,"566,102",23,P.S. 137,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000076E3DD91B17A52C06072A3C85A574440
Brooklyn,K137,,,,,,,,,DSF0000821942,"4,605,308",23,P.S. 137,State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000076E3DD91B17A52C06072A3C85A574440
Brooklyn,K137,,,,,,,,,DSF0000803113,"125,975",23,P.S. 137,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000076E3DD91B17A52C06072A3C85A574440
Brooklyn,K137,,,,,,,,,DSF0000888922,"75,000",23,P.S. 137,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000076E3DD91B17A52C06072A3C85A574440
Brooklyn,K150,,,,,,,,,DSF0000825695,"603,447",23,P.S. 150,State of Good Repair - Building Upgrade - Flood Elimination,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D175E107E77952C0842A357BA0554440
Brooklyn,K150,,,,,,,,,DSF0000844013,"2,772,048",23,P.S. 150,State of Good Repair - System Replacements - Parapets,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D175E107E77952C0842A357BA0554440
Brooklyn,K150,,,,,,,,,DSF0000821710,"1,619,265",23,P.S. 150,State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D175E107E77952C0842A357BA0554440
Brooklyn,K150,,,,,,,,,DSF0000822652,"308,282",23,P.S. 150,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D175E107E77952C0842A357BA0554440
Brooklyn,K150,,,,,,,,,DSF0000822242,"38,753",23,P.S. 150,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D175E107E77952C0842A357BA0554440
Brooklyn,K150,,,,,,,,,DSF0000803265,"235,675",23,P.S. 150,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D175E107E77952C0842A357BA0554440
Brooklyn,K150,,,,,,,,,DSF0000866797,"3,000",23,P.S. 150,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D175E107E77952C0842A357BA0554440
Brooklyn,K150,,,,,,,,,DSF0000822129,"284,241",23,P.S. 150,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D175E107E77952C0842A357BA0554440
Brooklyn,K150,,,,,,,,,DSF0000843900,"62,117",23,P.S. 150,"Educational Enhancements - Educational Enhancements - School Improvement and Restructuring
Technology",Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E6100000D175E107E77952C0842A357BA0554440
Brooklyn,K155,,,,,,,,,DSF0000912054,180000,23,P.S. 155,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E6100000D9B0A6B2287A52C0F168E388B5564440
Brooklyn,K155,,,,,,,,,DSF0000865831,"500,010",23,P.S. 155,Educational Enhancements - Educational Enhancements - Technology,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E6100000D9B0A6B2287A52C0F168E388B5564440
Brooklyn,K155,,,,,,,,,DSF0000780027,"118,398",23,P.S. 155,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D9B0A6B2287A52C0F168E388B5564440
Brooklyn,K155,,,,,,,,,DSF0000888904,"145,000",23,P.S. 155,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D9B0A6B2287A52C0F168E388B5564440
Brooklyn,K155,,,,,,,,,DSF0000866107,"77,690",23,P.S. 155,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D9B0A6B2287A52C0F168E388B5564440
Brooklyn,K155,,,,,,,,,DSF0000865830,"338,345",23,P.S. 155,Educational Enhancements - Educational Enhancements - Library Upgrade,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E6100000D9B0A6B2287A52C0F168E388B5564440
Brooklyn,K356,,,,,,,,,DSF0000888949,TBD,23,P.S. 156,System Expansion - New Physical Education Facilities - Playgrounds,System Expansion ,sca_cp_programs_FY2015-19,0101000020E6100000A3CEDC43C27A52C0ECA353573E554440
Brooklyn,K356,,,,,,,,,DSF0000866184,"266,211",23,P.S. 156,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000A3CEDC43C27A52C0ECA353573E554440
Brooklyn,K356,,,,,,,,,DSF0000864553,"89,194",23,P.S. 156,State of Good Repair - Building Upgrade - Climate Control,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000A3CEDC43C27A52C0ECA353573E554440
Brooklyn,K165,,,,,,,,,DSF0000825934,"275,473",23,P.S. 165,State of Good Repair - Building Upgrade - Reinforcing Cinder Concrete Slabs,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000000DFB3DB14E7A52C0878A71FE26544440
Brooklyn,K165,,,,,,,,,DSF0000803511,"203,007",23,P.S. 165,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000000DFB3DB14E7A52C0878A71FE26544440
Brooklyn,K165,,,,,,,,,DSF0000803510,"205,521",23,P.S. 165,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000000DFB3DB14E7A52C0878A71FE26544440
Brooklyn,K165,,,,,,,,,DSF0000823663,"204,527",23,P.S. 165,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000000DFB3DB14E7A52C0878A71FE26544440
Brooklyn,K165,,,,,,,,,DSF0000865732,"224,603",23,P.S. 165,System Expansion - New Physical Education Facilities - Playgrounds,System Expansion ,sca_cp_programs_FY2015-19,0101000020E61000000DFB3DB14E7A52C0878A71FE26544440
Brooklyn,K178,,,,,,,,,DSF0000826126,"187,940",23,P.S. 178,State of Good Repair - System Replacements - Parapets,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000005D19541B9C7A52C0EF01BA2F67564440
Brooklyn,K178,,,,,,,,,DSF0000780383,"1,152,204",23,P.S. 178,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000005D19541B9C7A52C0EF01BA2F67564440
Brooklyn,K178,,,,,,,,,DSF0000826122,"414,857",23,P.S. 178,State of Good Repair - Building Upgrade - Flood Elimination,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000005D19541B9C7A52C0EF01BA2F67564440
Brooklyn,K178,,,,,,,,,DSF0000826128,"1,869,311",23,P.S. 178,State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000005D19541B9C7A52C0EF01BA2F67564440
Brooklyn,K178,,,,,,,,,DSF0000757881,"1,927,269",23,P.S. 178,State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000005D19541B9C7A52C0EF01BA2F67564440
Brooklyn,K178,,,,,,,,,DSF0000866801,"24,000",23,P.S. 178,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000005D19541B9C7A52C0EF01BA2F67564440
Brooklyn,K178,,,,,,,,,DSF0000826127,"3,190,361",23,P.S. 178,State of Good Repair - System Replacements - Windows,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000005D19541B9C7A52C0EF01BA2F67564440
Brooklyn,K178,,,,,,,,,DSF0000803719,"86,485",23,P.S. 178,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000005D19541B9C7A52C0EF01BA2F67564440
Brooklyn,K178,,,,,,,,,DSF0000844145,"76,788",23,P.S. 178,Domestic Piping,School Programs,sca_cp_programs_FY2015-19,0101000020E61000005D19541B9C7A52C0EF01BA2F67564440
Brooklyn,K178,,,,,,,,,DSF0000865733,"224,603",23,P.S. 178,System Expansion - New Physical Education Facilities - Playgrounds,System Expansion ,sca_cp_programs_FY2015-19,0101000020E61000005D19541B9C7A52C0EF01BA2F67564440
Brooklyn,K184,,,,,,,,,DSF0000912057,190000,23,P.S. 184,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E61000008847E2E5E97952C0683C11C479544440
Brooklyn,K184,,,,,,,,,DSF0000844133,"46,294",23,P.S. 184,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000008847E2E5E97952C0683C11C479544440
Brooklyn,K184,,,,,,,,,DSF0000777472,"214,605",23,P.S. 184,Safety and Security - Safety and Security - Emergency Lighting and Fire Safety Retrofits,Safety and Security ,sca_cp_programs_FY2015-19,0101000020E61000008847E2E5E97952C0683C11C479544440
Brooklyn,K284,,,,,,,,,DSF0000798523,942232,23,P.S. 284,State of Good Repair - System Replacements - Domestic Piping,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E61000003DF19C2D207A52C0228D0A9C6C554440
Brooklyn,K284,,,,,,,,,DSF0000912180,300000,23,P.S. 284,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E61000003DF19C2D207A52C0228D0A9C6C554440
Brooklyn,K284,,,,,,,,,DSF0000827950,"312,294",23,P.S. 284,State of Good Repair - Building Upgrade - Interior Spaces,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000003DF19C2D207A52C0228D0A9C6C554440
Brooklyn,K284,,,,,,,,,DSF0000866113,"77,690",23,P.S. 284,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000003DF19C2D207A52C0228D0A9C6C554440
Brooklyn,K284,,,,,,,,,DSF0000822117,"1,533,543",23,P.S. 284,State of Good Repair - Building Upgrade - Low-Voltage Electrical System,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000003DF19C2D207A52C0228D0A9C6C554440
Brooklyn,K284,,,,,,,,,DSF0000798400,"430,196",23,P.S. 284,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000003DF19C2D207A52C0228D0A9C6C554440
Brooklyn,K284,,,,,,,,,DSF0000866826,"18,000",23,P.S. 284,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000003DF19C2D207A52C0228D0A9C6C554440
Brooklyn,K284,,,,,,,,,DSF0000827934,"2,765,007",23,P.S. 284,State of Good Repair - Building Upgrade - Flood Elimination,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000003DF19C2D207A52C0228D0A9C6C554440
Brooklyn,K298,,,,,,,,,DSF0000798526,909558,23,P.S. 298,State of Good Repair - System Replacements - Domestic Piping,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E6100000191BBAD91F7A52C0740987DEE2554440
Brooklyn,K298,,,,,,,,,DSF0000850039,"170,554",23,P.S. 298,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000191BBAD91F7A52C0740987DEE2554440
Brooklyn,K298,,,,,,,,,DSF0000865825,"432,057",23,P.S. 298,System Expansion - New Physical Education Facilities - Playgrounds,System Expansion ,sca_cp_programs_FY2015-19,0101000020E6100000191BBAD91F7A52C0740987DEE2554440
Brooklyn,K298,,,,,,,,,DSF0000865824,"400,000",23,P.S. 298,Educational Enhancements - Educational Enhancements - Technology,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E6100000191BBAD91F7A52C0740987DEE2554440
Brooklyn,K298,,,,,,,,,DSF0000828143,"570,492",23,P.S. 298,State of Good Repair - System Replacements - Auditorium  Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000191BBAD91F7A52C0740987DEE2554440
Brooklyn,K298,,,,,,,,,DSF0000828138,"49,508",23,P.S. 298,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000191BBAD91F7A52C0740987DEE2554440
Brooklyn,K298,,,,,,,,,DSF0000865828,"350,000",23,P.S. 298,Educational Enhancements - Educational Enhancements - Technology,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E6100000191BBAD91F7A52C0740987DEE2554440
Brooklyn,K263,,,,,,,,,DSF0000865736,"224,603",23,P.S./I.S. 323,System Expansion - New Physical Education Facilities - Playgrounds,System Expansion ,sca_cp_programs_FY2015-19,0101000020E6100000EB724A404C7A52C0FA27B85851554440
Brooklyn,K263,,,,,,,,,DSF0000821624,"479,066",23,P.S./I.S. 323,State of Good Repair - System Replacements - Cafeteria / Multipurpose Room Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000EB724A404C7A52C0FA27B85851554440
Brooklyn,K263,,,,,,,,,DSF0000805288,"144,786",23,P.S./I.S. 323,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000EB724A404C7A52C0FA27B85851554440
Brooklyn,K263,,,,,,,,,DSF0000822114,"343,696",23,P.S./I.S. 323,State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000EB724A404C7A52C0FA27B85851554440
Brooklyn,K327,,,,,,,,,DSF0000912218,603324,23,P.S. 327 (TANDEM K396-D75),State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E610000044DE72F5637A52C0C898BB9690554440
Brooklyn,K327,,,,,,,,,DSF0000865891,"261,175",23,P.S. 327 (TANDEM K396-D75),Educational Enhancements - Educational Enhancements - Accessibility,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E610000044DE72F5637A52C0C898BB9690554440
Brooklyn,K327,,,,,,,,,DSF0000866837,"6,000",23,P.S. 327 (TANDEM K396-D75),State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000044DE72F5637A52C0C898BB9690554440
Brooklyn,K327,,,,,,,,,DSF0000782865,"31,630",23,P.S. 327 (TANDEM K396-D75),State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000044DE72F5637A52C0C898BB9690554440
Queens,Q055,,,,,,,,,DSF0000867156,"189,741",28,P.S. 55,New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000E316F373437452C087A5811FD5584440
Brooklyn,K327,,,,,,,,,DSF0000806167,"101,351",23,P.S. 327 (TANDEM K396-D75),State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000044DE72F5637A52C0C898BB9690554440
Brooklyn,K327,,,,,,,,,DSF0000828470,"318,199",23,P.S. 327 (TANDEM K396-D75),"State of Good Repair - System Replacements - Heating Plant Upgrade
Air Conditioning Split System",State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000044DE72F5637A52C0C898BB9690554440
Brooklyn,K332,,,,,,,,,DSF0000895933,2784004,23,P.S. 332,State of Good Repair - System Replacements - Parapets,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E6100000E607AEF2047A52C0C1E61C3C13564440
Brooklyn,K332,,,,,,,,,DSF0000895934,3771663,23,P.S. 332,State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E6100000E607AEF2047A52C0C1E61C3C13564440
Brooklyn,K332,,,,,,,,,DSF0000895932,7002630,23,P.S. 332,State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E6100000E607AEF2047A52C0C1E61C3C13564440
Brooklyn,K332,,,,,,,,,DSF0000843934,"216,864",23,P.S. 332,"Educational Enhancements - Educational Enhancements - School Improvement and Restructuring
Technology",Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E6100000E607AEF2047A52C0C1E61C3C13564440
Brooklyn,K332,,,,,,,,,DSF0000782921,"31,680",23,P.S. 332,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000E607AEF2047A52C0C1E61C3C13564440
Brooklyn,K332,,,,,,,,,DSF0000843914,"58,116",23,P.S. 332,"Educational Enhancements - Educational Enhancements - School Improvement and Restructuring
Technology",Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E6100000E607AEF2047A52C0C1E61C3C13564440
Brooklyn,K332,,,,,,,,,DSF0000806225,"308,282",23,P.S. 332,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000E607AEF2047A52C0C1E61C3C13564440
Brooklyn,K332,,,,,,,,,DSF0000865832,"82,800",23,P.S. 332,Educational Enhancements - Educational Enhancements - Technology,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E6100000E607AEF2047A52C0C1E61C3C13564440
Brooklyn,K183,,,,,,,,,DSF0000757961,"9,497,084",23,P.S. 183,State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000000D6FD6E07D7A52C01D588E9081544440
Brooklyn,K183,,,,,,,,,DSF0000780472,"74,389",23,P.S. 183,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000000D6FD6E07D7A52C01D588E9081544440
Brooklyn,K183,,,,,,,,,DSF0000865734,"224,603",23,P.S. 183,System Expansion - New Physical Education Facilities - Playgrounds,System Expansion ,sca_cp_programs_FY2015-19,0101000020E61000000D6FD6E07D7A52C01D588E9081544440
